Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
5/1/1981,0.126673996,0.127790004,0.126673996,0.126673996,0.097652748,16553600,0,0
5/4/1981,0.126673996,0.126673996,0.126115993,0.126115993,0.097222611,14448000,0,0
5/5/1981,0.126115993,0.126115993,0.125558004,0.125558004,0.096792422,17539200,0,0
5/6/1981,0.122768,0.122768,0.122210003,0.122210003,0.094211444,18950400,0,0
5/7/1981,0.123884,0.124442004,0.123884,0.123884,0.095501915,9363200,0,0
5/8/1981,0.125,0.125558004,0.125,0.125,0.096362226,7907200,0,0
5/11/1981,0.122768,0.122768,0.122210003,0.122210003,0.094211444,11939200,0,0
5/12/1981,0.122210003,0.123884,0.122210003,0.122210003,0.094211444,4256000,0,0
5/13/1981,0.122210003,0.123326004,0.121652,0.121652,0.093781292,4905600,0,0
5/14/1981,0.121094003,0.121094003,0.119978003,0.119978003,0.092490837,4928000,0,0
5/15/1981,0.122768,0.124442004,0.122768,0.122768,0.094641633,4905600,0,0
5/18/1981,0.125,0.126115993,0.125,0.125,0.096362226,4166400,0,0
5/19/1981,0.123326004,0.123326004,0.122768,0.122768,0.094641633,25424000,0,0
5/20/1981,0.126673996,0.127790004,0.126673996,0.126673996,0.097652748,13283200,0,0
5/21/1981,0.133928999,0.134487003,0.133928999,0.133928999,0.103245623,32211200,0,0
5/22/1981,0.140066996,0.141183004,0.140066996,0.140066996,0.107977375,31427200,0,0
5/26/1981,0.140066996,0.140066996,0.139509007,0.139509007,0.107547246,85344000,0,0
5/27/1981,0.147321001,0.147879004,0.147321001,0.147321001,0.113569453,149497600,0,0
5/28/1981,0.147321001,0.147879004,0.147321001,0.147321001,0.113569453,73987200,0,0
5/29/1981,0.147879004,0.148438007,0.147879004,0.147879004,0.11399959,59382400,0,0
6/1/1981,0.147879004,0.148438007,0.147879004,0.147879004,0.11399959,51251200,0,0
6/2/1981,0.141183004,0.141183004,0.140625,0.140625,0.108407497,40432000,0,0
6/3/1981,0.140625,0.141740993,0.140625,0.140625,0.108407497,39446400,0,0
6/4/1981,0.143415004,0.143972993,0.143415004,0.143415004,0.110558361,56067200,0,0
6/5/1981,0.141740993,0.141740993,0.141183004,0.141183004,0.108837746,57680000,0,0
6/8/1981,0.136719003,0.136719003,0.136161,0.136161,0.104966208,93497600,0,0
6/9/1981,0.138951004,0.139509007,0.138951004,0.138951004,0.107117049,119593600,0,0
6/10/1981,0.140625,0.142298996,0.140625,0.140625,0.108407497,25222400,0,0
6/11/1981,0.146762997,0.147321001,0.146762997,0.146762997,0.113139257,38976000,0,0
6/12/1981,0.145647004,0.145647004,0.145089,0.145089,0.111848786,25804800,0,0
6/15/1981,0.145089,0.145089,0.144530997,0.144530997,0.11141859,143763200,0,0
6/16/1981,0.142298996,0.142298996,0.141740993,0.141740993,0.109267823,37251200,0,0
6/17/1981,0.140066996,0.140066996,0.139509007,0.139509007,0.107547246,27574400,0,0
6/18/1981,0.139509007,0.140066996,0.138951004,0.138951004,0.107117049,23049600,0,0
6/19/1981,0.135602996,0.135602996,0.135045007,0.135045007,0.10410592,27507200,0,0
6/22/1981,0.130579993,0.130579993,0.130022004,0.130022004,0.100233726,10841600,0,0
6/23/1981,0.132254004,0.133370996,0.132254004,0.132254004,0.101954304,15030400,0,0
6/24/1981,0.130022004,0.130022004,0.128905997,0.128905997,0.099373356,23027200,0,0
6/25/1981,0.131696001,0.132254004,0.131696001,0.131696001,0.101524159,24259200,0,0
6/26/1981,0.131137997,0.131137997,0.130022004,0.130022004,0.100233726,23788800,0,0
6/29/1981,0.126673996,0.126673996,0.125558004,0.125558004,0.096792422,10595200,0,0
6/30/1981,0.116628997,0.116628997,0.116071001,0.116071001,0.08947888,35907200,0,0
7/1/1981,0.115512997,0.115512997,0.114955001,0.114955001,0.088618606,170464000,0,0
7/2/1981,0.114955001,0.115512997,0.114955001,0.114955001,0.088618606,30284800,0,0
7/6/1981,0.112164997,0.112164997,0.111048996,0.111048996,0.085607439,16531200,0,0
7/7/1981,0.112164997,0.113280997,0.112164997,0.112164997,0.08646775,15836800,0,0
7/8/1981,0.116628997,0.117187999,0.116628997,0.116628997,0.089909047,16620800,0,0
7/9/1981,0.108259,0.108259,0.107701004,0.107701004,0.083026469,32883200,0,0
7/10/1981,0.099887997,0.099887997,0.099330001,0.099330001,0.076573335,55171200,0,0
7/13/1981,0.101562999,0.102121003,0.101562999,0.101562999,0.078294739,45740800,0,0
7/14/1981,0.106027,0.107143,0.106027,0.106027,0.081735976,19779200,0,0
7/15/1981,0.108817004,0.109375,0.108817004,0.108817004,0.083886765,10953600,0,0
7/16/1981,0.111607,0.112723,0.111607,0.111607,0.086037576,15232000,0,0
7/17/1981,0.115512997,0.116071001,0.115512997,0.115512997,0.089048758,19824000,0,0
7/20/1981,0.108259,0.108259,0.107701004,0.107701004,0.083026469,23654400,0,0
7/21/1981,0.107701004,0.107701004,0.107143,0.107143,0.082596317,31942400,0,0
7/22/1981,0.102121003,0.102121003,0.101003997,0.101003997,0.077863753,22668800,0,0
7/23/1981,0.103794999,0.104353003,0.103794999,0.103794999,0.080015376,34451200,0,0
7/24/1981,0.107143,0.107701004,0.107143,0.107143,0.082596317,28851200,0,0
7/27/1981,0.111607,0.112164997,0.111607,0.111607,0.086037576,17337600,0,0
7/28/1981,0.108259,0.108259,0.107701004,0.107701004,0.083026469,22848000,0,0
7/29/1981,0.106585003,0.106585003,0.106027,0.106027,0.081735976,15500800,0,0
7/30/1981,0.109932996,0.111048996,0.109932996,0.109932996,0.084747121,9900800,0,0
7/31/1981,0.111607,0.112164997,0.111607,0.111607,0.086037576,10953600,0,0
8/3/1981,0.111607,0.111607,0.110491,0.110491,0.085177295,12432000,0,0
8/4/1981,0.112164997,0.112723,0.112164997,0.112164997,0.08646775,31673600,0,0
8/5/1981,0.115512997,0.116071001,0.115512997,0.115512997,0.089048758,17494400,0,0
8/6/1981,0.113280997,0.113280997,0.112723,0.112723,0.086897969,10528000,0,0
8/7/1981,0.112723,0.113280997,0.112723,0.112723,0.086897969,9206400,0,0
8/10/1981,0.112723,0.112723,0.112723,0.112723,0.086897969,0,0,0
8/11/1981,0.110491,0.110491,0.109375,0.109375,0.084316969,71456000,0,0
8/12/1981,0.107701004,0.107701004,0.107143,0.107143,0.082596317,26275200,0,0
8/13/1981,0.104353003,0.104353003,0.103794999,0.103794999,0.080015376,27484800,0,0
8/14/1981,0.103237003,0.103237003,0.102121003,0.102121003,0.078724839,24192000,0,0
8/17/1981,0.099887997,0.099887997,0.098771997,0.098771997,0.076143131,18905600,0,0
8/18/1981,0.097655997,0.097655997,0.096539997,0.096539997,0.074422456,17001600,0,0
8/19/1981,0.096539997,0.096539997,0.095423996,0.095423996,0.07356216,20675200,0,0
8/20/1981,0.096539997,0.097098,0.096539997,0.096539997,0.074422456,17113600,0,0
8/21/1981,0.090960003,0.090960003,0.089844003,0.089844003,0.06926056,41910400,0,0
8/24/1981,0.084821001,0.084821001,0.084262997,0.084262997,0.064958192,23072000,0,0
8/25/1981,0.086496003,0.087053999,0.086496003,0.086496003,0.066679597,40700800,0,0
8/26/1981,0.085378997,0.085378997,0.084821001,0.084821001,0.065388322,33600000,0,0
8/27/1981,0.085378997,0.085937999,0.085378997,0.085378997,0.065818503,25916800,0,0
8/28/1981,0.089844003,0.090402,0.089844003,0.089844003,0.06926056,38035200,0,0
8/31/1981,0.089844003,0.090402,0.089844003,0.089844003,0.06926056,40947200,0,0
9/1/1981,0.095423996,0.095982,0.095423996,0.095423996,0.07356216,37027200,0,0
9/2/1981,0.097098,0.097655997,0.097098,0.097098,0.074852645,19376000,0,0
9/3/1981,0.093192004,0.093192004,0.092076004,0.092076004,0.07098119,37475200,0,0
9/4/1981,0.091518,0.091518,0.090960003,0.090960003,0.070120879,15254400,0,0
9/8/1981,0.088728003,0.088728003,0.088169999,0.088169999,0.067970052,25446400,0,0
9/9/1981,0.088169999,0.088728003,0.088169999,0.088169999,0.067970052,30531200,0,0
9/10/1981,0.088728003,0.089286,0.088728003,0.088728003,0.068400286,34809600,0,0
9/11/1981,0.088169999,0.088169999,0.087612003,0.087612003,0.067539938,17539200,0,0
9/14/1981,0.085378997,0.085378997,0.084821001,0.084821001,0.065388322,27686400,0,0
9/15/1981,0.083146997,0.083146997,0.082589,0.082589,0.063667685,19510400,0,0
9/16/1981,0.081473,0.081473,0.080914997,0.080914997,0.062377222,19353600,0,0
9/17/1981,0.079241,0.079241,0.078682996,0.078682996,0.060656566,19376000,0,0
9/18/1981,0.079241,0.079798996,0.079241,0.079241,0.061086729,26320000,0,0
9/21/1981,0.079798996,0.080357,0.079798996,0.079798996,0.061516859,49033600,0,0
9/22/1981,0.075893,0.075893,0.075335003,0.075335003,0.058075618,47420800,0,0
9/23/1981,0.074777,0.074777,0.073661,0.073661,0.056785107,28201600,0,0
9/24/1981,0.073661,0.073661,0.073103003,0.073103003,0.056354962,18300800,0,0
9/25/1981,0.064732,0.064732,0.063616,0.063616,0.049041454,34608000,0,0
9/28/1981,0.064173996,0.064732,0.064173996,0.064173996,0.049471609,91728000,0,0
9/29/1981,0.067521997,0.068080001,0.067521997,0.067521997,0.052052565,94684800,0,0
9/30/1981,0.068080001,0.068637997,0.068080001,0.068080001,0.052482743,49996800,0,0
10/1/1981,0.068080001,0.068637997,0.068080001,0.068080001,0.052482743,61129600,0,0
10/2/1981,0.073661,0.074219003,0.073661,0.073661,0.056785107,45046400,0,0
10/5/1981,0.075893,0.077009,0.075893,0.075893,0.058505777,43097600,0,0
10/6/1981,0.075893,0.075893,0.075335003,0.075335003,0.058075618,28358400,0,0
10/7/1981,0.079798996,0.080914997,0.079798996,0.079798996,0.061516859,38841600,0,0
10/8/1981,0.082589,0.083146997,0.082589,0.082589,0.063667685,31091200,0,0
10/9/1981,0.083146997,0.084262997,0.083146997,0.083146997,0.064097837,54521600,0,0
10/12/1981,0.085937999,0.086496003,0.085937999,0.085937999,0.066249415,27350400,0,0
10/13/1981,0.085937999,0.087053999,0.085937999,0.085937999,0.066249415,44195200,0,0
10/14/1981,0.081473,0.081473,0.080914997,0.080914997,0.062377222,30979200,0,0
10/15/1981,0.082589,0.083146997,0.082589,0.082589,0.063667685,29433600,0,0
10/16/1981,0.082030997,0.082030997,0.081473,0.081473,0.062807389,36467200,0,0
10/19/1981,0.083146997,0.083705001,0.083146997,0.083146997,0.064097837,20585600,0,0
10/20/1981,0.087612003,0.088169999,0.087612003,0.087612003,0.067539938,35728000,0,0
10/21/1981,0.087612003,0.088169999,0.087612003,0.087612003,0.067539938,76899200,0,0
10/22/1981,0.087612003,0.087612003,0.087053999,0.087053999,0.067109741,32278400,0,0
10/23/1981,0.085378997,0.085378997,0.084821001,0.084821001,0.065388322,27910400,0,0
10/26/1981,0.084821001,0.085378997,0.084821001,0.084821001,0.065388322,27283200,0,0
10/27/1981,0.086496003,0.087612003,0.086496003,0.086496003,0.066679597,85590400,0,0
10/28/1981,0.089286,0.089844003,0.089286,0.089286,0.068830401,44172800,0,0
10/29/1981,0.088728003,0.088728003,0.088169999,0.088169999,0.067970052,30486400,0,0
10/30/1981,0.089286,0.089844003,0.089286,0.089286,0.068830401,52729600,0,0
11/2/1981,0.089286,0.089844003,0.089286,0.089286,0.068830401,36915200,0,0
11/3/1981,0.088728003,0.088728003,0.088169999,0.088169999,0.067970052,28380800,0,0
11/4/1981,0.086496003,0.086496003,0.085937999,0.085937999,0.066249415,23811200,0,0
11/5/1981,0.080357,0.080357,0.079798996,0.079798996,0.061516859,23363200,0,0
11/6/1981,0.080357,0.080914997,0.080357,0.080357,0.061947044,24595200,0,0
11/9/1981,0.081473,0.082030997,0.081473,0.081473,0.062807389,20384000,0,0
11/10/1981,0.082030997,0.082589,0.082030997,0.082030997,0.06323754,16755200,0,0
11/11/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.064958192,27440000,0,0
11/12/1981,0.087053999,0.087612003,0.087053999,0.087053999,0.067109741,39916800,0,0
11/13/1981,0.081473,0.081473,0.080914997,0.080914997,0.062377222,21011200,0,0
11/16/1981,0.080357,0.080357,0.079798996,0.079798996,0.061516859,22556800,0,0
11/17/1981,0.081473,0.082030997,0.081473,0.081473,0.062807389,35414400,0,0
11/18/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.064958192,29142400,0,0
11/19/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.064958192,40006400,0,0
11/20/1981,0.084821001,0.085378997,0.084821001,0.084821001,0.065388322,38102400,0,0
11/23/1981,0.082030997,0.082030997,0.080914997,0.080914997,0.062377222,22960000,0,0
11/24/1981,0.080914997,0.080914997,0.080357,0.080357,0.061947044,22153600,0,0
11/25/1981,0.082030997,0.082589,0.082030997,0.082030997,0.06323754,52550400,0,0
11/27/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.064958192,37251200,0,0
11/30/1981,0.083705001,0.083705001,0.083146997,0.083146997,0.064097837,23968000,0,0
12/1/1981,0.083146997,0.083705001,0.083146997,0.083146997,0.064097837,23385600,0,0
12/2/1981,0.083705001,0.084262997,0.083705001,0.083705001,0.064528026,37564800,0,0
12/3/1981,0.083146997,0.083146997,0.082589,0.082589,0.063667685,20428800,0,0
12/4/1981,0.084821001,0.085378997,0.084821001,0.084821001,0.065388322,137155200,0,0
12/7/1981,0.085378997,0.085937999,0.085378997,0.085378997,0.065818503,59292800,0,0
12/8/1981,0.084821001,0.084821001,0.083705001,0.083705001,0.064528026,50624000,0,0
12/9/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.064958192,34272000,0,0
12/10/1981,0.084262997,0.084821001,0.084262997,0.084262997,0.064958192,37408000,0,0
12/11/1981,0.084262997,0.084821001,0.083705001,0.083705001,0.064528026,76092800,0,0
12/14/1981,0.082030997,0.082030997,0.080914997,0.080914997,0.062377222,25244800,0,0
12/15/1981,0.083146997,0.083705001,0.083146997,0.083146997,0.064097837,31315200,0,0
12/16/1981,0.087053999,0.087612003,0.087053999,0.087053999,0.067109741,65452800,0,0
12/17/1981,0.094307996,0.094866,0.094307996,0.094307996,0.072701812,51452800,0,0
12/18/1981,0.102121003,0.102678999,0.102121003,0.102121003,0.078724839,71724800,0,0
12/21/1981,0.098214,0.098214,0.097655997,0.097655997,0.07528282,56403200,0,0
12/22/1981,0.099330001,0.099887997,0.099330001,0.099330001,0.076573335,53827200,0,0
12/23/1981,0.097655997,0.097655997,0.097098,0.097098,0.074852645,28896000,0,0
12/24/1981,0.097655997,0.098214,0.097655997,0.097655997,0.07528282,28918400,0,0
12/28/1981,0.094307996,0.094307996,0.093192004,0.093192004,0.071841523,36579200,0,0
12/29/1981,0.094866,0.095982,0.094866,0.094866,0.073131993,24236800,0,0
12/30/1981,0.098771997,0.099330001,0.098771997,0.098771997,0.076143131,32188800,0,0
12/31/1981,0.098771997,0.099330001,0.098771997,0.098771997,0.076143131,54656000,0,0
1/4/1982,0.098771997,0.098771997,0.098214,0.098214,0.075713001,71254400,0,0
1/5/1982,0.094307996,0.094307996,0.093192004,0.093192004,0.071841523,35840000,0,0
1/6/1982,0.092634,0.092634,0.092076004,0.092076004,0.07098119,66080000,0,0
1/7/1982,0.085937999,0.085937999,0.084821001,0.084821001,0.065388322,70044800,0,0
1/8/1982,0.088728003,0.089286,0.088728003,0.088728003,0.068400286,56604800,0,0
1/11/1982,0.083705001,0.083705001,0.083146997,0.083146997,0.064097837,33331200,0,0
1/12/1982,0.080914997,0.080914997,0.080357,0.080357,0.061947044,59920000,0,0
1/13/1982,0.080357,0.080357,0.079798996,0.079798996,0.061516859,41753600,0,0
1/14/1982,0.083705001,0.084262997,0.083705001,0.083705001,0.064528026,25715200,0,0
1/15/1982,0.089286,0.090402,0.089286,0.089286,0.068830401,46704000,0,0
1/18/1982,0.090960003,0.092076004,0.090960003,0.090960003,0.070120879,28000000,0,0
1/19/1982,0.089844003,0.089844003,0.088728003,0.088728003,0.068400286,55507200,0,0
1/20/1982,0.090402,0.090960003,0.090402,0.090402,0.069690712,25827200,0,0
1/21/1982,0.092076004,0.092634,0.092076004,0.092076004,0.07098119,33331200,0,0
1/22/1982,0.092634,0.093192004,0.092634,0.092634,0.071411371,24259200,0,0
1/25/1982,0.090402,0.090402,0.089844003,0.089844003,0.06926056,44710400,0,0
1/26/1982,0.087612003,0.087612003,0.086496003,0.086496003,0.066679597,21212800,0,0
1/27/1982,0.087053999,0.088169999,0.087053999,0.087053999,0.067109741,31360000,0,0
1/28/1982,0.089844003,0.090402,0.089844003,0.089844003,0.06926056,39603200,0,0
1/29/1982,0.090960003,0.091518,0.090960003,0.090960003,0.070120879,53155200,0,0
2/1/1982,0.090960003,0.090960003,0.089844003,0.089844003,0.06926056,38528000,0,0
2/2/1982,0.090402,0.091518,0.090402,0.090402,0.069690712,54275200,0,0
2/3/1982,0.090402,0.090960003,0.090402,0.090402,0.069690712,31472000,0,0
2/4/1982,0.088728003,0.088728003,0.088169999,0.088169999,0.067970052,22041600,0,0
2/5/1982,0.088169999,0.088728003,0.088169999,0.088169999,0.067970052,40297600,0,0
2/8/1982,0.083146997,0.083146997,0.082589,0.082589,0.063667685,31696000,0,0
2/9/1982,0.082589,0.083146997,0.082589,0.082589,0.063667685,57904000,0,0
2/10/1982,0.083705001,0.084262997,0.083705001,0.083705001,0.064528026,38796800,0,0
2/11/1982,0.083146997,0.083146997,0.082589,0.082589,0.063667685,24528000,0,0
2/12/1982,0.083705001,0.084262997,0.083705001,0.083705001,0.064528026,19644800,0,0
2/16/1982,0.082589,0.082589,0.082030997,0.082030997,0.06323754,34316800,0,0
2/17/1982,0.083146997,0.083705001,0.083146997,0.083146997,0.064097837,25580800,0,0
2/18/1982,0.084262997,0.084821001,0.084262997,0.084262997,0.064958192,28380800,0,0
2/19/1982,0.084262997,0.084262997,0.083705001,0.083705001,0.064528026,13596800,0,0
2/22/1982,0.083146997,0.083146997,0.082589,0.082589,0.063667685,26633600,0,0
2/23/1982,0.082030997,0.082030997,0.081473,0.081473,0.062807389,34540800,0,0
2/24/1982,0.082030997,0.082589,0.082030997,0.082030997,0.06323754,37945600,0,0
2/25/1982,0.082030997,0.082030997,0.081473,0.081473,0.062807389,30800000,0,0
2/26/1982,0.081473,0.082030997,0.081473,0.081473,0.062807389,17427200,0,0
3/1/1982,0.082030997,0.082589,0.082030997,0.082030997,0.06323754,35302400,0,0
3/2/1982,0.082030997,0.082589,0.082030997,0.082030997,0.06323754,34809600,0,0
3/3/1982,0.082030997,0.082589,0.082030997,0.082030997,0.06323754,23654400,0,0
3/4/1982,0.080914997,0.080914997,0.080357,0.080357,0.061947044,38371200,0,0
3/5/1982,0.074777,0.074777,0.074219003,0.074219003,0.057215277,45315200,0,0
3/8/1982,0.073661,0.073661,0.073103003,0.073103003,0.056354962,35145600,0,0
3/9/1982,0.073661,0.074219003,0.073661,0.073661,0.056785107,52505600,0,0
3/10/1982,0.073103003,0.073103003,0.072544999,0.072544999,0.055924792,86934400,0,0
3/11/1982,0.072544999,0.073661,0.072544999,0.072544999,0.055924792,22579200,0,0
3/12/1982,0.068637997,0.068637997,0.068080001,0.068080001,0.052482743,46547200,0,0
3/15/1982,0.068080001,0.068080001,0.067521997,0.067521997,0.052052565,51363200,0,0
3/16/1982,0.066964,0.066964,0.066405997,0.066405997,0.051192239,47152000,0,0
